age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
53.0,technician,married,secondary,,,no,no,unknown,18.0,jun,443.0,7.0,-1.0,0.0,unknown,no
59.0,admin.,married,secondary,no,479.0,no,no,unknown,18.0,jun,326.0,1.0,-1.0,0.0,unknown,no
60.0,management,married,tertiary,no,11.0,no,no,unknown,18.0,jun,802.0,3.0,-1.0,0.0,unknown,no
47.0,unknown,married,unknown,no,,no,no,unknown,18.0,jun,64.0,2.0,-1.0,0.0,unknown,no
60.0,admin.,single,secondary,no,3916.0,no,no,unknown,18.0,jun,18.0,5.0,-1.0,0.0,unknown,no
45.0,management,divorced,tertiary,no,220.0,yes,no,unknown,18.0,jun,89.0,4.0,-1.0,0.0,unknown,no
36.0,student,single,unknown,no,,no,no,unknown,18.0,jun,359.0,2.0,-1.0,,unknown,no
37.0,blue-collar,married,secondary,no,523.0,,,unknown,18.0,jun,257.0,2.0,-1.0,0.0,unknown,no
44.0,services,divorced,secondary,no,608.0,,yes,unknown,18.0,jun,19.0,30.0,-1.0,0.0,,no
45.0,,married,secondary,no,2571.0,no,no,unknown,18.0,jun,146.0,2.0,-1.0,0.0,unknown,no
57.0,retired,divorced,primary,no,914.0,no,no,unknown,18.0,jun,404.0,2.0,-1.0,0.0,unknown,no
45.0,,married,primary,no,1152.0,no,no,unknown,18.0,jun,234.0,2.0,-1.0,0.0,unknown,no
,,single,secondary,no,519.0,yes,yes,unknown,18.0,jun,13.0,14.0,-1.0,0.0,unknown,no
36.0,entrepreneur,married,tertiary,no,9405.0,no,no,unknown,18.0,jun,297.0,3.0,-1.0,0.0,unknown,no
39.0,blue-collar,single,secondary,no,1967.0,no,no,unknown,18.0,jun,156.0,9.0,-1.0,0.0,unknown,no
52.0,technician,married,secondary,no,0.0,yes,no,unknown,18.0,jun,636.0,12.0,-1.0,0.0,,no
49.0,technician,married,unknown,no,,yes,no,unknown,18.0,jun,300.0,3.0,-1.0,0.0,unknown,no
40.0,technician,married,tertiary,no,-1779.0,yes,yes,unknown,18.0,jun,,2.0,-1.0,0.0,unknown,no
44.0,housemaid,single,primary,no,1059.0,no,no,unknown,18.0,jun,2093.0,1.0,-1.0,0.0,unknown,yes
38.0,services,married,secondary,no,611.0,yes,yes,unknown,,jun,61.0,3.0,-1.0,0.0,unknown,no
36.0,services,married,secondary,no,1024.0,yes,no,unknown,18.0,jun,111.0,2.0,-1.0,0.0,unknown,no
31.0,blue-collar,,secondary,no,671.0,,no,unknown,18.0,jun,704.0,4.0,-1.0,,unknown,yes
,blue-collar,married,primary,no,3.0,no,no,unknown,18.0,jun,,3.0,-1.0,,unknown,no
44.0,entrepreneur,married,secondary,no,692.0,no,,unknown,18.0,jun,73.0,4.0,-1.0,0.0,unknown,no
40.0,technician,married,tertiary,no,4396.0,no,no,unknown,,jun,,2.0,-1.0,0.0,unknown,no
50.0,blue-collar,married,primary,no,280.0,yes,no,unknown,18.0,jun,61.0,23.0,-1.0,0.0,unknown,no
41.0,services,divorced,,no,2769.0,yes,,unknown,18.0,,96.0,3.0,-1.0,0.0,unknown,no
41.0,admin.,married,secondary,no,,no,no,unknown,18.0,jun,,3.0,-1.0,0.0,unknown,no
57.0,blue-collar,married,unknown,no,4722.0,yes,no,unknown,18.0,jun,121.0,2.0,-1.0,0.0,unknown,no
49.0,blue-collar,married,,no,1050.0,yes,no,,,jun,,5.0,-1.0,0.0,unknown,no
33.0,admin.,single,secondary,no,3160.0,no,no,unknown,,jun,719.0,13.0,-1.0,0.0,unknown,no
51.0,blue-collar,married,primary,no,1238.0,no,no,,18.0,jun,48.0,10.0,-1.0,0.0,unknown,no
51.0,technician,married,tertiary,no,1533.0,no,no,unknown,18.0,jun,,,,0.0,unknown,no
31.0,blue-collar,single,secondary,,54.0,no,no,unknown,18.0,jun,230.0,3.0,-1.0,0.0,unknown,no
53.0,management,married,tertiary,no,694.0,no,no,unknown,,jun,130.0,6.0,-1.0,0.0,unknown,no
28.0,blue-collar,single,,no,623.0,no,no,unknown,18.0,jun,25.0,41.0,-1.0,0.0,unknown,no
,retired,married,primary,no,197.0,no,no,,18.0,jun,57.0,2.0,-1.0,0.0,,no
53.0,retired,married,secondary,no,357.0,no,no,unknown,18.0,jun,154.0,2.0,-1.0,0.0,unknown,no
60.0,management,married,secondary,no,358.0,no,no,unknown,18.0,jun,74.0,2.0,-1.0,0.0,,no
37.0,,divorced,primary,no,,yes,no,unknown,18.0,jun,77.0,2.0,-1.0,0.0,unknown,no
60.0,entrepreneur,,,no,0.0,no,no,unknown,18.0,jun,,1.0,-1.0,0.0,unknown,no
38.0,self-employed,married,,no,,no,no,unknown,18.0,jun,,2.0,-1.0,0.0,unknown,no
58.0,management,married,tertiary,no,5680.0,no,no,unknown,18.0,jun,114.0,1.0,-1.0,0.0,unknown,no
40.0,blue-collar,divorced,unknown,no,,no,no,unknown,18.0,jun,66.0,3.0,-1.0,0.0,unknown,no
50.0,unemployed,married,secondary,no,193.0,yes,no,unknown,18.0,jun,305.0,6.0,-1.0,0.0,unknown,no
60.0,retired,married,primary,no,415.0,no,no,,18.0,jun,49.0,2.0,-1.0,0.0,unknown,no
37.0,,,primary,no,12130.0,,no,unknown,18.0,jun,429.0,13.0,-1.0,0.0,,no
48.0,housemaid,divorced,primary,no,,no,,unknown,18.0,jun,51.0,4.0,-1.0,0.0,unknown,no
45.0,services,single,secondary,,,yes,no,unknown,18.0,jun,41.0,8.0,-1.0,0.0,,no
47.0,technician,divorced,secondary,no,165.0,no,no,unknown,,jun,99.0,3.0,-1.0,0.0,unknown,no
51.0,admin.,single,secondary,no,1994.0,no,no,,18.0,jun,,2.0,,0.0,unknown,yes
57.0,housemaid,divorced,primary,no,113.0,no,no,unknown,18.0,jun,378.0,,-1.0,0.0,unknown,no
57.0,blue-collar,married,primary,no,1236.0,no,no,unknown,18.0,jun,152.0,9.0,,0.0,unknown,no
44.0,management,divorced,tertiary,no,0.0,no,no,unknown,18.0,jun,491.0,3.0,-1.0,0.0,unknown,no
,,single,secondary,no,1121.0,no,no,unknown,18.0,jun,,1.0,-1.0,0.0,unknown,no
38.0,services,married,secondary,no,393.0,no,no,unknown,18.0,,90.0,3.0,-1.0,0.0,unknown,no
57.0,unknown,divorced,unknown,,4244.0,no,no,unknown,18.0,jun,626.0,,,0.0,unknown,no
46.0,blue-collar,,primary,no,1823.0,no,no,unknown,,jun,135.0,3.0,-1.0,0.0,unknown,no
44.0,blue-collar,single,tertiary,no,827.0,yes,no,unknown,18.0,,65.0,4.0,-1.0,0.0,unknown,no
42.0,housemaid,married,,no,1371.0,no,,unknown,18.0,jun,125.0,8.0,-1.0,0.0,unknown,no
49.0,blue-collar,married,unknown,no,507.0,,yes,unknown,18.0,jun,16.0,14.0,-1.0,,unknown,no
54.0,technician,single,tertiary,no,,yes,yes,unknown,18.0,jun,18.0,20.0,-1.0,0.0,unknown,no
54.0,technician,married,secondary,no,1455.0,yes,no,unknown,,jun,90.0,4.0,,0.0,unknown,no
59.0,retired,married,primary,no,1427.0,no,no,unknown,18.0,jun,140.0,2.0,,0.0,unknown,no
37.0,blue-collar,married,primary,no,1104.0,no,no,unknown,18.0,jun,15.0,8.0,-1.0,0.0,unknown,no
39.0,housemaid,single,primary,no,1340.0,no,no,unknown,18.0,jun,113.0,2.0,-1.0,0.0,unknown,no
53.0,entrepreneur,married,primary,no,-257.0,yes,yes,unknown,18.0,,249.0,5.0,-1.0,0.0,unknown,no
,services,married,secondary,no,2058.0,no,no,unknown,18.0,,82.0,3.0,-1.0,0.0,unknown,no
48.0,unknown,married,unknown,no,2261.0,no,no,unknown,18.0,jun,445.0,,,0.0,unknown,no
32.0,management,married,tertiary,no,607.0,yes,no,unknown,18.0,jun,,,-1.0,0.0,unknown,yes
45.0,management,married,tertiary,no,-687.0,yes,yes,,18.0,jun,92.0,2.0,-1.0,0.0,unknown,no
36.0,blue-collar,,primary,no,946.0,yes,no,unknown,18.0,jun,255.0,3.0,-1.0,,unknown,no
58.0,housemaid,married,primary,no,2387.0,no,no,unknown,18.0,jun,55.0,2.0,-1.0,0.0,unknown,no
,services,married,secondary,no,3236.0,no,no,unknown,18.0,jun,521.0,11.0,-1.0,0.0,unknown,no
44.0,services,divorced,secondary,no,20541.0,no,yes,unknown,18.0,jun,501.0,2.0,-1.0,0.0,unknown,no
40.0,admin.,single,secondary,no,1670.0,,no,unknown,18.0,jun,161.0,2.0,-1.0,0.0,unknown,no
,blue-collar,,unknown,no,4148.0,no,,unknown,18.0,jun,340.0,3.0,-1.0,0.0,unknown,no
42.0,,married,,no,-303.0,yes,no,unknown,18.0,jun,40.0,3.0,-1.0,0.0,unknown,no
47.0,,married,primary,no,504.0,no,yes,unknown,18.0,jun,156.0,3.0,,,unknown,no
39.0,blue-collar,single,primary,no,0.0,no,no,unknown,18.0,jun,375.0,2.0,,0.0,unknown,no
52.0,admin.,married,secondary,no,0.0,,no,unknown,18.0,jun,161.0,,-1.0,0.0,unknown,no
57.0,housemaid,divorced,primary,,7451.0,no,no,unknown,,jun,43.0,4.0,,0.0,unknown,no
36.0,admin.,,secondary,no,542.0,yes,no,unknown,18.0,jun,604.0,6.0,-1.0,0.0,unknown,no
,blue-collar,married,secondary,no,0.0,no,no,unknown,18.0,,368.0,1.0,-1.0,,unknown,no
,blue-collar,married,secondary,no,2092.0,no,yes,unknown,18.0,jun,452.0,1.0,,,unknown,no
,blue-collar,married,primary,no,,no,yes,unknown,18.0,,1574.0,3.0,-1.0,0.0,unknown,yes
39.0,admin.,married,secondary,no,0.0,no,no,unknown,,,29.0,11.0,-1.0,0.0,unknown,no
58.0,blue-collar,married,secondary,no,1826.0,yes,,unknown,19.0,jun,47.0,3.0,-1.0,0.0,unknown,no
60.0,entrepreneur,married,primary,no,,no,no,,19.0,jun,102.0,13.0,-1.0,0.0,unknown,no
46.0,unknown,married,primary,no,110.0,no,no,unknown,19.0,jun,113.0,14.0,-1.0,0.0,unknown,no
36.0,blue-collar,married,secondary,no,537.0,no,,unknown,19.0,jun,160.0,6.0,-1.0,0.0,,no
48.0,blue-collar,married,primary,no,649.0,no,no,unknown,19.0,jun,136.0,2.0,,0.0,unknown,no
,blue-collar,married,secondary,no,5.0,no,,unknown,19.0,jun,170.0,7.0,-1.0,0.0,unknown,no
44.0,admin.,single,secondary,no,2524.0,no,no,,19.0,jun,82.0,,-1.0,0.0,unknown,no
42.0,technician,,secondary,no,,no,,unknown,19.0,,302.0,5.0,-1.0,0.0,unknown,no
54.0,blue-collar,married,primary,no,10662.0,no,no,unknown,19.0,jun,256.0,1.0,-1.0,0.0,unknown,no
50.0,services,married,secondary,no,,no,yes,unknown,19.0,jun,,,-1.0,0.0,unknown,no
47.0,admin.,married,secondary,no,1195.0,no,no,unknown,,jun,451.0,1.0,-1.0,0.0,unknown,no
41.0,services,married,secondary,no,7509.0,no,no,unknown,19.0,jun,575.0,1.0,-1.0,0.0,unknown,no
41.0,technician,married,secondary,,1278.0,no,no,,19.0,jun,532.0,1.0,-1.0,0.0,unknown,no
60.0,management,married,unknown,no,6313.0,no,,,19.0,jun,39.0,2.0,-1.0,0.0,unknown,no
54.0,,married,tertiary,no,4112.0,no,no,unknown,19.0,jun,86.0,1.0,-1.0,0.0,unknown,no
46.0,housemaid,married,primary,no,1188.0,no,,unknown,19.0,jun,675.0,,-1.0,0.0,unknown,no
59.0,blue-collar,,primary,no,4143.0,no,no,unknown,19.0,jun,122.0,1.0,-1.0,0.0,unknown,no
40.0,blue-collar,married,primary,no,,yes,no,unknown,19.0,jun,172.0,3.0,-1.0,0.0,unknown,no
,unemployed,married,secondary,no,0.0,,no,unknown,19.0,jun,97.0,1.0,-1.0,0.0,unknown,no
53.0,admin.,divorced,secondary,no,-112.0,no,no,unknown,19.0,jun,394.0,,-1.0,0.0,unknown,no
50.0,self-employed,married,secondary,no,306.0,no,no,unknown,19.0,jun,37.0,1.0,-1.0,0.0,unknown,no
39.0,,,tertiary,no,,no,no,unknown,19.0,jun,,4.0,-1.0,,unknown,no
52.0,unemployed,,,no,0.0,no,no,unknown,19.0,jun,,1.0,-1.0,0.0,unknown,no
51.0,technician,divorced,secondary,no,107.0,no,no,unknown,19.0,jun,593.0,1.0,-1.0,0.0,unknown,no
,blue-collar,married,secondary,no,2010.0,no,no,unknown,19.0,,446.0,1.0,-1.0,0.0,unknown,no
57.0,retired,,secondary,no,630.0,no,no,,19.0,jun,276.0,1.0,-1.0,0.0,unknown,no
46.0,,single,unknown,no,312.0,yes,no,unknown,19.0,jun,108.0,4.0,-1.0,0.0,unknown,no
,entrepreneur,single,tertiary,no,0.0,yes,no,unknown,19.0,jun,638.0,1.0,-1.0,0.0,unknown,no
56.0,retired,married,primary,no,1906.0,no,yes,unknown,19.0,jun,45.0,9.0,-1.0,0.0,unknown,no
,technician,married,unknown,no,499.0,no,no,unknown,19.0,jun,240.0,,-1.0,0.0,unknown,no
59.0,retired,married,secondary,no,1723.0,no,no,unknown,19.0,jun,70.0,1.0,-1.0,0.0,unknown,no
42.0,entrepreneur,single,unknown,no,33.0,no,,,19.0,jun,25.0,1.0,-1.0,0.0,unknown,no
41.0,admin.,married,secondary,no,2.0,yes,,unknown,19.0,jun,64.0,1.0,-1.0,0.0,unknown,no
45.0,,married,tertiary,no,3626.0,,no,unknown,19.0,jun,2485.0,2.0,-1.0,0.0,unknown,no
48.0,entrepreneur,married,tertiary,no,269.0,yes,no,,,jun,149.0,1.0,-1.0,0.0,unknown,no
54.0,retired,married,primary,no,1925.0,no,no,unknown,19.0,jun,348.0,3.0,-1.0,0.0,unknown,no
38.0,management,married,,yes,-1007.0,yes,yes,unknown,19.0,jun,71.0,1.0,-1.0,,unknown,no
50.0,blue-collar,divorced,,no,-232.0,yes,no,unknown,19.0,jun,168.0,1.0,-1.0,0.0,unknown,no
58.0,blue-collar,married,primary,no,,yes,no,unknown,19.0,jun,573.0,1.0,,0.0,unknown,no
55.0,blue-collar,married,secondary,no,5874.0,no,no,unknown,19.0,jun,229.0,1.0,-1.0,0.0,unknown,no
58.0,retired,married,secondary,no,1463.0,yes,no,unknown,19.0,jun,446.0,1.0,-1.0,0.0,unknown,no
54.0,technician,married,secondary,no,415.0,yes,no,unknown,19.0,jun,34.0,31.0,-1.0,,unknown,no
41.0,self-employed,,,no,426.0,yes,,unknown,,jun,75.0,1.0,-1.0,0.0,unknown,no
,services,married,tertiary,no,16.0,no,no,unknown,19.0,jun,32.0,1.0,-1.0,0.0,unknown,no
55.0,technician,married,secondary,,891.0,,,unknown,19.0,jun,268.0,1.0,-1.0,0.0,unknown,no
41.0,management,divorced,tertiary,no,1.0,yes,no,unknown,19.0,jun,244.0,1.0,-1.0,0.0,unknown,no
40.0,blue-collar,married,secondary,no,3316.0,no,no,unknown,19.0,jun,,3.0,-1.0,0.0,unknown,no
53.0,unemployed,divorced,secondary,no,4512.0,no,no,unknown,19.0,jun,203.0,2.0,-1.0,0.0,unknown,no
58.0,retired,married,tertiary,no,5087.0,no,no,unknown,19.0,jun,252.0,1.0,-1.0,0.0,unknown,no
51.0,admin.,married,secondary,no,884.0,no,no,,19.0,,50.0,1.0,-1.0,0.0,unknown,no
49.0,technician,married,secondary,no,148.0,no,no,unknown,19.0,jun,13.0,1.0,-1.0,0.0,,no
58.0,entrepreneur,married,secondary,no,3.0,no,no,unknown,19.0,jun,188.0,5.0,-1.0,0.0,unknown,no
37.0,entrepreneur,married,tertiary,no,678.0,no,yes,unknown,19.0,jun,395.0,1.0,-1.0,0.0,unknown,no
40.0,self-employed,married,secondary,no,0.0,no,no,unknown,19.0,jun,61.0,,-1.0,0.0,unknown,no
55.0,entrepreneur,,primary,no,38.0,no,yes,unknown,19.0,jun,63.0,1.0,-1.0,0.0,unknown,no
,services,,,no,477.0,,no,unknown,19.0,jun,170.0,1.0,-1.0,0.0,unknown,no
42.0,blue-collar,married,primary,no,692.0,no,yes,unknown,19.0,jun,207.0,1.0,,0.0,unknown,no
43.0,,single,tertiary,no,0.0,no,no,unknown,19.0,jun,147.0,1.0,-1.0,0.0,unknown,no
44.0,management,married,secondary,no,11972.0,no,no,unknown,19.0,jun,127.0,1.0,-1.0,0.0,unknown,no
56.0,technician,married,,no,1663.0,no,no,unknown,19.0,,22.0,1.0,-1.0,0.0,unknown,no
49.0,blue-collar,divorced,secondary,no,848.0,yes,no,,,jun,109.0,1.0,-1.0,0.0,unknown,no
51.0,management,divorced,tertiary,no,3415.0,yes,no,,19.0,jun,677.0,1.0,-1.0,0.0,unknown,no
,management,,tertiary,no,4045.0,no,no,unknown,19.0,jun,167.0,1.0,-1.0,0.0,unknown,no
43.0,self-employed,married,tertiary,no,4324.0,yes,no,unknown,19.0,jun,105.0,1.0,-1.0,0.0,unknown,no
41.0,unemployed,married,primary,no,2636.0,no,no,unknown,19.0,jun,318.0,1.0,-1.0,0.0,unknown,no
54.0,,married,secondary,no,0.0,no,no,unknown,19.0,jun,,1.0,-1.0,0.0,unknown,no
45.0,admin.,married,secondary,no,825.0,no,no,unknown,19.0,jun,140.0,1.0,-1.0,0.0,,no
40.0,blue-collar,married,secondary,no,273.0,yes,no,unknown,19.0,jun,1082.0,1.0,-1.0,0.0,unknown,no
57.0,retired,married,secondary,no,712.0,,yes,unknown,19.0,jun,824.0,1.0,-1.0,0.0,unknown,no
,blue-collar,divorced,secondary,no,37.0,no,yes,unknown,19.0,jun,248.0,1.0,-1.0,0.0,unknown,no
59.0,retired,married,primary,no,,yes,,unknown,,jun,11.0,1.0,-1.0,0.0,unknown,no
44.0,management,married,tertiary,no,7177.0,no,no,unknown,19.0,jun,89.0,2.0,-1.0,0.0,unknown,no
44.0,blue-collar,,primary,no,1308.0,no,yes,unknown,19.0,jun,161.0,1.0,-1.0,0.0,unknown,no
55.0,services,married,secondary,no,557.0,no,no,unknown,19.0,jun,58.0,1.0,-1.0,0.0,unknown,no
45.0,services,divorced,secondary,no,,no,no,unknown,19.0,jun,653.0,2.0,-1.0,0.0,unknown,no
59.0,technician,married,secondary,no,2528.0,no,yes,unknown,19.0,jun,216.0,1.0,-1.0,0.0,unknown,no
41.0,technician,divorced,secondary,no,586.0,yes,no,unknown,19.0,jun,223.0,1.0,-1.0,0.0,unknown,no
40.0,services,married,secondary,no,1358.0,no,no,unknown,19.0,jun,96.0,1.0,-1.0,0.0,unknown,no
43.0,admin.,,secondary,no,1113.0,no,no,unknown,19.0,jun,477.0,7.0,-1.0,0.0,unknown,no
50.0,blue-collar,,primary,no,1179.0,no,no,unknown,19.0,jun,30.0,1.0,-1.0,0.0,unknown,no
,management,divorced,secondary,no,47.0,no,no,unknown,19.0,jun,159.0,1.0,-1.0,0.0,unknown,no
59.0,admin.,married,secondary,,1365.0,no,no,unknown,19.0,jun,327.0,1.0,-1.0,0.0,unknown,no
,blue-collar,married,primary,no,607.0,yes,no,unknown,19.0,jun,432.0,1.0,,0.0,unknown,no
42.0,admin.,single,secondary,no,283.0,yes,no,unknown,19.0,jun,446.0,1.0,-1.0,0.0,unknown,no
57.0,retired,married,unknown,no,1621.0,yes,no,unknown,19.0,jun,108.0,1.0,-1.0,0.0,unknown,no
46.0,blue-collar,married,primary,no,1844.0,no,no,unknown,19.0,jun,29.0,1.0,-1.0,0.0,unknown,no
38.0,management,married,unknown,no,3053.0,no,no,unknown,19.0,jun,178.0,1.0,-1.0,0.0,unknown,no
40.0,unemployed,single,,no,5613.0,yes,no,unknown,19.0,jun,152.0,2.0,-1.0,0.0,,no
52.0,entrepreneur,,secondary,no,302.0,no,no,unknown,19.0,jun,,2.0,-1.0,0.0,unknown,no
37.0,admin.,,secondary,no,124.0,yes,no,unknown,19.0,jun,635.0,3.0,-1.0,0.0,unknown,no
52.0,unemployed,married,primary,,425.0,no,no,unknown,19.0,jun,122.0,1.0,-1.0,0.0,unknown,no
48.0,blue-collar,married,primary,no,343.0,no,no,unknown,19.0,,136.0,1.0,-1.0,0.0,,no
42.0,blue-collar,single,,no,1401.0,yes,no,unknown,19.0,jun,69.0,1.0,-1.0,,unknown,no
37.0,blue-collar,married,primary,no,0.0,yes,no,,19.0,jun,129.0,3.0,-1.0,0.0,unknown,no
46.0,unemployed,married,,no,641.0,yes,no,unknown,19.0,jun,201.0,1.0,-1.0,0.0,unknown,no
41.0,blue-collar,divorced,secondary,no,3622.0,no,no,unknown,19.0,jun,,4.0,-1.0,0.0,unknown,yes
45.0,blue-collar,married,primary,no,351.0,yes,no,unknown,19.0,jun,66.0,1.0,,0.0,unknown,no
57.0,admin.,,secondary,no,5768.0,yes,no,unknown,19.0,jun,512.0,1.0,-1.0,,unknown,yes
57.0,blue-collar,divorced,secondary,no,1795.0,,no,unknown,19.0,jun,818.0,1.0,-1.0,0.0,unknown,no
36.0,unemployed,married,unknown,no,1437.0,no,no,unknown,19.0,jun,810.0,2.0,-1.0,,unknown,no
,self-employed,married,tertiary,no,,no,no,unknown,19.0,jun,138.0,1.0,-1.0,0.0,unknown,no
52.0,management,married,tertiary,no,3737.0,yes,no,unknown,19.0,jun,574.0,4.0,-1.0,0.0,unknown,no
56.0,admin.,married,secondary,no,,yes,no,unknown,19.0,jun,44.0,,-1.0,0.0,unknown,no
37.0,blue-collar,married,primary,no,253.0,yes,no,unknown,19.0,jun,145.0,2.0,,0.0,unknown,no
41.0,unemployed,divorced,secondary,no,271.0,yes,no,unknown,19.0,jun,196.0,2.0,-1.0,0.0,,no
48.0,services,married,secondary,no,334.0,no,,unknown,19.0,jun,270.0,2.0,-1.0,,unknown,no
,blue-collar,married,primary,,211.0,no,no,unknown,19.0,jun,200.0,2.0,-1.0,0.0,unknown,no
50.0,admin.,divorced,unknown,no,4204.0,,no,unknown,19.0,jun,335.0,2.0,-1.0,0.0,unknown,no
56.0,retired,married,secondary,yes,,no,,unknown,19.0,jun,330.0,1.0,-1.0,0.0,unknown,no
41.0,admin.,divorced,secondary,no,256.0,no,no,unknown,,jun,91.0,1.0,-1.0,0.0,,no
48.0,blue-collar,single,unknown,no,2961.0,no,no,unknown,19.0,jun,361.0,1.0,-1.0,0.0,unknown,no
51.0,management,married,secondary,no,2604.0,,no,unknown,19.0,jun,64.0,1.0,-1.0,0.0,unknown,no
35.0,management,single,tertiary,no,2808.0,yes,no,unknown,19.0,jun,221.0,,-1.0,0.0,unknown,no
40.0,admin.,,secondary,no,1.0,no,no,unknown,19.0,jun,84.0,3.0,-1.0,0.0,unknown,no
48.0,self-employed,married,primary,no,1204.0,yes,no,unknown,19.0,jun,53.0,,-1.0,0.0,unknown,no
,retired,divorced,secondary,no,0.0,no,no,unknown,19.0,jun,141.0,1.0,-1.0,,unknown,no
56.0,blue-collar,married,secondary,no,771.0,yes,yes,unknown,19.0,jun,,1.0,-1.0,0.0,unknown,no
55.0,retired,divorced,secondary,no,,no,yes,unknown,19.0,jun,1007.0,1.0,-1.0,0.0,unknown,yes
,blue-collar,married,primary,no,1409.0,yes,no,unknown,,,224.0,1.0,-1.0,0.0,unknown,no
38.0,retired,single,unknown,,62.0,no,no,unknown,19.0,jun,212.0,1.0,-1.0,0.0,unknown,no
52.0,blue-collar,divorced,primary,no,2800.0,no,no,unknown,,jun,149.0,1.0,-1.0,0.0,unknown,no
47.0,admin.,married,unknown,no,989.0,no,no,unknown,19.0,jun,116.0,1.0,-1.0,0.0,unknown,no
46.0,,,primary,no,1712.0,no,no,unknown,19.0,jun,110.0,1.0,-1.0,0.0,unknown,no
56.0,unemployed,married,secondary,no,216.0,no,no,unknown,19.0,jun,77.0,1.0,-1.0,0.0,,no
37.0,technician,married,unknown,no,47.0,no,no,unknown,19.0,jun,374.0,3.0,-1.0,0.0,unknown,no
38.0,blue-collar,married,primary,no,2322.0,no,no,unknown,19.0,jun,207.0,1.0,-1.0,0.0,unknown,no
41.0,blue-collar,divorced,secondary,no,1.0,no,yes,unknown,19.0,jun,,1.0,-1.0,0.0,unknown,no
53.0,,married,secondary,no,2774.0,no,yes,unknown,19.0,jun,193.0,1.0,-1.0,,,no
40.0,blue-collar,married,primary,no,2132.0,no,no,unknown,19.0,jun,143.0,,-1.0,0.0,unknown,no
55.0,unemployed,single,primary,no,10183.0,,no,unknown,19.0,jun,106.0,1.0,-1.0,0.0,unknown,no
47.0,,married,primary,no,823.0,no,no,unknown,19.0,jun,191.0,3.0,-1.0,0.0,unknown,no
42.0,admin.,married,secondary,no,,no,no,unknown,19.0,jun,,1.0,-1.0,0.0,unknown,no
54.0,retired,married,secondary,no,,no,no,unknown,19.0,,487.0,1.0,-1.0,,unknown,no
49.0,blue-collar,,primary,no,98.0,no,yes,unknown,19.0,jun,534.0,1.0,-1.0,0.0,,no
49.0,entrepreneur,married,primary,no,563.0,no,no,unknown,19.0,jun,84.0,1.0,-1.0,0.0,unknown,no
44.0,technician,married,unknown,no,1127.0,yes,no,,19.0,jun,118.0,,-1.0,0.0,unknown,no
47.0,unemployed,married,secondary,,0.0,no,no,unknown,19.0,jun,284.0,1.0,-1.0,0.0,unknown,no
51.0,entrepreneur,married,primary,no,4711.0,no,no,unknown,19.0,jun,253.0,1.0,-1.0,0.0,,no
46.0,blue-collar,married,secondary,no,,no,,unknown,19.0,jun,786.0,1.0,-1.0,0.0,unknown,no
59.0,entrepreneur,married,primary,,0.0,no,no,unknown,19.0,jun,239.0,1.0,-1.0,0.0,,no
50.0,blue-collar,married,unknown,,1389.0,yes,no,unknown,19.0,,162.0,3.0,-1.0,0.0,unknown,no
38.0,unemployed,married,primary,no,338.0,no,no,unknown,19.0,jun,219.0,2.0,-1.0,0.0,unknown,no
39.0,housemaid,,tertiary,no,4.0,yes,,unknown,19.0,jun,185.0,1.0,-1.0,0.0,unknown,no
58.0,services,married,secondary,no,5087.0,no,no,,19.0,jun,135.0,1.0,-1.0,0.0,unknown,no
41.0,technician,married,tertiary,no,-378.0,yes,yes,unknown,19.0,jun,252.0,2.0,-1.0,0.0,unknown,no
45.0,management,married,tertiary,no,9711.0,no,no,unknown,19.0,jun,416.0,3.0,-1.0,0.0,unknown,no
36.0,services,married,secondary,no,3972.0,yes,yes,unknown,19.0,jun,32.0,1.0,-1.0,0.0,unknown,no
46.0,blue-collar,divorced,secondary,no,2441.0,no,no,unknown,19.0,jun,217.0,2.0,-1.0,,unknown,no
56.0,self-employed,married,tertiary,no,411.0,no,no,unknown,,jun,145.0,4.0,-1.0,0.0,unknown,no
24.0,technician,married,secondary,no,691.0,yes,no,unknown,19.0,jun,93.0,,-1.0,0.0,unknown,no
51.0,blue-collar,married,primary,no,1938.0,no,no,unknown,19.0,jun,61.0,1.0,-1.0,0.0,unknown,no
29.0,blue-collar,married,secondary,no,508.0,yes,yes,unknown,19.0,jun,262.0,5.0,-1.0,0.0,,no
,admin.,single,unknown,no,22.0,no,no,unknown,19.0,jun,246.0,3.0,-1.0,0.0,unknown,no
51.0,management,married,tertiary,no,3134.0,no,no,unknown,19.0,jun,,,-1.0,0.0,unknown,no
53.0,,married,secondary,no,1319.0,no,no,unknown,19.0,jun,1318.0,3.0,-1.0,0.0,unknown,yes
23.0,technician,single,secondary,no,-782.0,yes,yes,unknown,19.0,jun,197.0,10.0,,0.0,unknown,no
47.0,technician,divorced,secondary,no,5735.0,no,no,unknown,19.0,jun,282.0,4.0,-1.0,,unknown,no
55.0,housemaid,married,primary,no,2152.0,no,no,unknown,19.0,jun,922.0,2.0,-1.0,0.0,unknown,yes
52.0,entrepreneur,,tertiary,no,0.0,no,no,unknown,19.0,jun,163.0,3.0,-1.0,0.0,unknown,no
50.0,entrepreneur,married,secondary,no,1857.0,no,yes,unknown,19.0,jun,,2.0,-1.0,0.0,unknown,no
,,,tertiary,no,13501.0,no,no,unknown,19.0,jun,63.0,,-1.0,0.0,unknown,no
